Title,Company,Location,Salary,Skills,Experience level
Backend PHP Developer,Cobiro A/S,"Remote, Warszawa",15 000 - 29 000 PLN,  PHP   Symfony   Laravel  ,Mid
Regular Data Engineer,Luxoft Poland,Remote,,  Azure   Azure   Big Data  ,Mid
Full Stack BI Engineer,Luxoft Poland,Remote,,  Big Data   ETL   Python  ,Mid
iOS Software Engineer (Mid/Senior),REVOLUT,Remote,14 500 - 29 000 PLN,  Possibility working abroad (60days/year) ,Mid
Toolchain Development Engineer (GPU Profiler),Luxoft Poland,"Remote, Gdańsk",,  C++   Git   Linux  ,Mid
Web Conferencing Engineer,Luxoft Poland,"Remote, Wrocław",,  PowerShell  ,Mid
Test Automation Engineer,ONWELO SA,"Remote, Warszawa, Kraków i 3 więcej",15 000 - 20 000 PLN,"  C#, projekt międzynarodowy ",Mid
Frontend Developer with Python,Luxoft Poland,Remote,,  CSS   HTML   Java  ,Mid
Java Developer,Luxoft Poland,Kraków,,  Hibernate   Java   SQL  ,Mid
QA Engineer,Storm Ideas,Remote,10 000 - 20 000 PLN,  |Selenium| |JavaScript| ,Mid
Technical Architect/Consultant Pre-Sale,Luxoft Poland,Remote,,  AWS   Azure   Azure  ,Mid
Regular Java Developer,Luxoft Poland,Remote,,  JMS   Java   Kafka  ,Mid
.Net Developer,Netcompany Poland Sp. z o.o.,Warszawa,Znamy widełki,  .NET   .NET Core   SQL  ,Mid
Python/Data Modelling Developer,Luxoft Poland,Remote,,  Agile   CI   Python  ,Mid
Java L3 support,Luxoft Poland,Kraków,,  Agile   CI   Git  ,Mid
Java Developer,Netcompany Poland Sp. z o.o.,Warszawa,Znamy widełki,  Java   Spring Boot   SQL  ,Mid
Data Analyst,Luxoft Poland,Remote,,  ETL   Hadoop   SQL  ,Mid
Scala Developer,Luxoft Poland,Remote,,  Apache   Eclipse   JIRA  ,Mid
Front-end developer (React),Hitachi Energy,Kraków,8 000 - 14 000 PLN,  JavaScript   HTML   CSS  ,Mid
Backend Software Engineer,Luxoft Poland,Remote,,  AWS   C++   Docker  ,Mid
DevOps Engineer,Luxoft Poland,Wrocław,,  Azure   Ansible   Azure  ,Mid
DevOps Engineer,Sii Polska,Warszawa,17 000 - 24 000 PLN,  Linux   AWS   GCP  ,Mid
Software Engineer Full-stack ,Edrone,"Remote, Kraków",9 000 - 18 000 PLN,  Full-stack  ,Mid
Python Developer ,Edrone,"Remote, Kraków",10 000 - 11 100 PLN,  Python ,Mid
Full-Stack Developer (Angular/.Net) ,eSky.pl S.A.,"Remote, Katowice",10 000 - 15 000 PLN,  Angular/.Net ,Mid
iOS Developer (Swift) ,eSky.pl S.A.,"Remote, Katowice",12 000 - 17 000 PLN,  Swift ,Mid
Team Leader,Future Processing,"Remote, Gliwice",11 000 - 20 500 PLN,  Możliwość zmiany projektu ,Mid
Administrator / Starszy Administrator Systemów IT,Asseco Poland S.A.,"Remote, Rzeszów, Warszawa, Bydgoszcz",,  PostgreSQL   Bash  ,Mid
Specjalista ds. bezpieczeństwa IT,PKO BP Finat,Warszawa,, ,Mid
Programista Java ,Asseco Business Solutions,Lublin,,  Java   Spring   Spring Boot  ,Mid
Python Developer,PKO BP Finat,Warszawa,,  Python  ,Mid
Developer .NET,PKO BP Finat,"Remote, Warszawa, Katowice",,  .NET Core   C#   TypeScript  ,Mid
Web PHP Developer,Polska Agencja Prasowa SA,Warszawa,Znamy widełki,  Drupal  ,Mid
Test Automation Engineer,Motorola Solutions Systems Polska Sp.z.o.o,Kraków,,  C#   Python  ,Mid
Backend Java Developer,Digital Colliers,"Remote, Kraków",8 000 - 15 000 PLN,  100 % Remote ,Mid
JavaScript Developer,Digital Colliers,"Remote, Kraków",8 000 - 14 000 PLN,  100 % Remote ,Mid
Service Delivery Manager / Ops Lead,C&F,"Remote, Warszawa",,  Cloud technologies ,Mid
Backend Go Developer,Digital Colliers,Remote,8 000 - 16 000 PLN,  Go   AWS   REST  ,Mid
Node.js Developer,Digital Colliers,Remote,8 000 - 16 000 PLN,  JavaScript   Node.js   GraphQL  ,Mid
Programista Fullstack (ASP.NET Angular),Enigma SOI,Warszawa,Znamy widełki,  80% rozwijanie; 20% utrzymanie ,Mid
React Developer,Digital Colliers,Remote,8 000 - 16 000 PLN,  JavaScript   React   GraphQL  ,Mid
C++ Developer,j-labs sp. z o.o.,"Remote, Warszawa",Do 20 800 PLN,  System pomiaru i analizy oglądalności TV ,Mid
Specjalista ds. Serwisu,Asseco Poland S.A.,Remote,,  Bash   Python   Selenium  ,Mid
Automation Tester (Remote),Be | Shaping the Future Poland,Remote,24 000 - 25 600 PLN, ,Mid
.NET Developer,mBank,"Remote, Warszawa",,  C#   .NET   Docker  ,Mid
Data Scientist,GSK Tech Global Centre in Poznan,Poznań,,  Power BI   Hadoop   Azure  ,Mid
Principle Product Owner,GSK Tech Global Centre in Poznan,Poznań,, ,Mid
Automation Tester,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Cucumber   Appium  ,Mid
Manual Tester,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  WebGUI   ,Mid
Compliance Product Expert,GSK Tech Global Centre in Poznan,Poznań,, ,Mid
Business Expert with German Commerzbank,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Frontend Developer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,"Remote, Łódź",Znamy widełki,  JavaScript   React    Node.js  ,Mid
Tech Developer (Manufacturing Excellence),GSK Tech Global Centre in Poznan,Poznań,,  MS SQL  ,Mid
Chapter Lead | Application Support,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Chapter Lead with Python,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Python  ,Mid
Backend Developer,Sofomo,"Remote, Wrocław",15 000 - 21 000 PLN,"  Ruby, Python, PHP, Java ",Mid
Java Software Developer - Risk Quality,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java    J2EE   Spring Boot  ,Mid
Architect – Trade Finance,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java   J2EE   JavaScript  ,Mid
Integration and Release engineer,Luxoft Poland,"Remote, Wrocław",,  CI   Git   Jenkins  ,Mid
Architect - Trade Finance (TTM),Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java   MS SQL   JIRA  ,Mid
Python Developer (Telework),Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Python   GIT  ,Mid
Java Developer,Luxoft Poland,"Remote, Kraków",,  Agile   CI  ,Mid
Front-end Developer with React JS,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  React JS   JavaScript   HTML  ,Mid
Fullstack Developer (DBS),Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  React   JavaScript   HTML  ,Mid
C# .net Regular Developer,Luxoft Poland,Remote,,  .NET   Agile   C#  ,Mid
Data processing DevOps,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Unix   Hadoop   ,Mid
Back-End developer Java,Luxoft Poland,Remote,,  Git   Hibernate   Java  ,Mid
L2 Cloud Support Engineer [Platform Support],Luxoft Poland,"Kraków, Wrocław",,  AWS   Agile   Ansible  ,Mid
Test Automation Engineer (Python),Luxoft Poland,Remote,,  C++   Git   JIRA  ,Mid
System Analyst,Luxoft Poland,"Remote, Kraków",,  Agile   BPMN   SQL  ,Mid
Business Support Analyst,Luxoft Poland,Kraków,,  Excel   JSON   Python  ,Mid
Facility Administrator,Luxoft Poland,Warszawa,,  Excel  ,Mid
Unix Engineer,Luxoft Poland,Wrocław,,  Ansible   Bash   CI  ,Mid
Reg Technology Engineer,Luxoft Poland,"Remote, Warszawa",,  BPMN   Big Data   Hadoop  ,Mid
QA Automation with Java,Luxoft Poland,"Kraków, Wrocław",,  Agile   BDD   Cucumber  ,Mid
Reg Technology Engineer,Luxoft Poland,"Remote, Warszawa",,  BPMN   Big Data   Hadoop  ,Mid
Regular Java Developer,Luxoft Poland,"Remote, Wrocław",,  CI   Java  ,Mid
Azure DevOps Engineer,Luxoft Poland,Wrocław,,  Azure   Agile   Ansible  ,Mid
Requirements Engineer / BA / QA Tester,Luxoft Poland,Remote,,  JIRA  ,Mid
Java Developer (Middle),7N,Remote,16 800 - 17 600 PLN,"  pharma, java 11 ",Mid
Project Manager,Luxoft Poland,Remote,, ,Mid
TOSCA Test Engineer,Luxoft Poland,Warszawa,,  ISTQB   JIRA   Agile  ,Mid
Support Specjalista ds. Helpdesk,ENERIS CENTRUM USŁUG WSPÓLNYCH SP. Z O.O.,Warszawa,5 000 - 7 000 PLN,  SharePoint   Windows  ,Mid
Test Manager,Luxoft Poland,Warszawa,,  Agile  ,Mid
System Engineer/ DevOps Engineer,Luxoft Poland,"Kraków, Wrocław",,  Azure   Azure   Bash  ,Mid
Customer Support Specialist,Medius,"Remote, Kraków",,  XML   XSLT   SQL  ,Mid
Source Control Management Engineer,Luxoft Poland,Gdańsk,,  Bash   Gerrit  ,Mid
Solution Architect (Oracle BI/SAP BO),Luxoft Poland,Remote,,  Power BI  ,Mid
Project Support Consultant,Medius,"Remote, Kraków",,  XML   XSLT   SQL  ,Mid
PMO Analyst,Luxoft Poland,Remote,, ,Mid
Temenos TPH Analyst,Luxoft Poland,Warszawa,,  Swift  ,Mid
Programista Java,Bank Millennium,Wrocław,,  Java   Git   Gradle  ,Mid
Temenos RFR Corporate Loans Analyst,Luxoft Poland,Warszawa,, ,Mid
Temenos Analytics Developer,Luxoft Poland,Warszawa,,  MS SQL   SQL  ,Mid
Analityk IT Systemowo-Biznesowy (Mid/Senior),Bank Millennium,Warszawa,,  UML   BPMN   SOAP  ,Mid
ETL Developer,Luxoft Poland,Remote,,  DB2   ETL   Linux  ,Mid
System Configuration Analyst,Luxoft Poland,Remote,,  Agile   BPMN   UML  ,Mid
Specjalista ds. Budżetowania i Dostawców IT,Bank Millennium,Warszawa,,  Excel  ,Mid
Python Software Developer for Automotive ADAS,Luxoft Poland,Wrocław,,  Agile   Bash   Git  ,Mid
Regular Integration SW Developer,Luxoft Poland,Wrocław,,  Bash   C++   Python  ,Mid
Programista .NET/C#,Bank Millennium,Warszawa,,  C#   .NET   .NET Core  ,Mid
Murex BAU Support,Luxoft Poland,Warszawa,,  SQL   Unix   Excel  ,Mid
SWIFT Payments Analyst (Temenos),Luxoft Poland,Warszawa,,  Swift  ,Mid
Cloud Operations Engineer,Hitachi Energy,Kraków,8 000 - 14 000 PLN,  Azure   Kubernetes   Kafka  ,Mid
Data Management Developer,Luxoft Poland,Wrocław,,  SQL   T-SQL  ,Mid
File Transfer Engineer,Luxoft Poland,Kraków,,  Windows   Windows Server  ,Mid
Specjalista IT w Zespole Utrzymania Aplikacji,Bank Millennium,Warszawa,,  ITIL   Oracle Database   MS SQL  ,Mid
Full-stack Developer,Luxoft Poland,Remote,,  AWS   Angular   BDD  ,Mid
Big Data Engineer,Luxoft Poland,Remote,,  Apache   Big Data   ELK  ,Mid
Analityk Systemowy,Bank Millennium,Warszawa,,  ITIL  ,Mid
Python developer with AWS,Luxoft Poland,Kraków,,  AWS   Angular   Python  ,Mid
System Software Engineer (Device),Luxoft Poland,"Remote, Kraków",,  C   C++   Linux  ,Mid
MS-SQL Specialist,Bank Millennium,Warszawa,,  MS SQL   SQL   T-SQL  ,Mid
Specjalista DevOps,Bank Millennium,Warszawa,,  Spring   .NET Core   Ansible  ,Mid
Kotlin Developer,ING Bank Śląski,"Remote, Katowice, Warszawa",9 000 - 15 000 PLN,  projekt tworzony wewnętrznie od początku ,Mid
Specjalista ds. Atlassian,Bank Millennium,Wrocław,,  JIRA   Confluence   SQL  ,Mid
Specjalista w Zespole Wsparcia Stacji Roboczych,Bank Millennium,Wrocław,,  Windows Server   PowerShell  ,Mid
Cloud Architect,PKO BP Finat,"Remote, Warszawa, Łódź",,  Azure     GCP     AWS  ,Mid
Account Security Manager,Kyndryl,"Remote, Wrocław, Katowice",, ,Mid
Network Service Specialist- Integrated Networking,Kyndryl,"Remote, Kraków, Wrocław",, ,Mid
Frontend Developer,j-labs sp. z o.o.,"Remote, Warszawa",20 000 - 26 000 PLN,  JavaScript   React   Angular  ,Mid
Inżynier Systemowy/Devops (Kubernetes),nazwa.pl ,"Remote, Kraków",Do 20 000 PLN,  Linux   Kubernetes   Ansible  ,Mid
Developer ETL,Adamed Pharma S.A.,Pieńków,7 500 - 11 500 PLN,  | SQL | ETL | Azure| ,Mid
[Data Technology] Data Engineer - Python,Luxoft Poland,Remote,,  NoSQL   Python  ,Mid
PostgreSQL Engineer,Luxoft Poland,Remote,,  PostgreSQL  ,Mid
Full Stack Engineer,Luxoft Poland,Remote,,  .NET   Angular   BDD  ,Mid
GPU 3D Rendering Algorithms Research Engineer,Luxoft Poland,Remote,,  C++   Linux   Windows  ,Mid
Full stack Engineer,Luxoft Poland,"Remote, Kraków",,  Angular   CI   CSS3  ,Mid
DevOps Engineer,Luxoft Poland,"Remote, Kraków",,  Bash   CI   Docker  ,Mid
Junior / Mid / Senior R&D DevOps Engineer,Diebold Nixdorf,Remote,, ,Mid
DataStage SME/Developer,Luxoft Poland,Remote,,  ETL   Shell   Unix  ,Mid
Automation Test Engineer,Luxoft Poland,Remote,,  Agile   ETL   ISTQB  ,Mid
Software Engineer C++ Security,Power Media,Wrocław,,  C++  ,Mid
Java Developer,Luxoft Poland,Kraków,,  Java  ,Mid
Python Developer,Luxoft Poland,Kraków,,  Linux   Python   SQL  ,Mid
Devops Engineer,7N,Warszawa,2 560 000 - 3 456 000 PLN,  Kubernetes   Docker   Ansible  ,Mid
Quality Assurance engineer,Luxoft Poland,Remote,, ,Mid
Business Analyst - Data Migration,Luxoft Poland,Remote,, ,Mid
Tester Automatyzujący,Asseco Poland S.A.,Wrocław,Znamy widełki,  Python   Java   C++  ,Mid
Technical Project Manager,Luxoft Poland,Remote,,  Agile   Big Data   JIRA  ,Mid
Proxy Product Owner: Instrument Cluster and Safety,Luxoft Poland,Remote,,  Agile  ,Mid
Site Reliability Engineer (SRE) ,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Katowice, Kraków, Szczecin",,  Kubernetes   ELK   WEB Apps  ,Mid
Python Cloud Developer,Luxoft Poland,Remote,,  Azure   Azure   CI  ,Mid
Software Engineer / Machine Learning SME,Luxoft Poland,Remote,,  Ansible   CI   ELK  ,Mid
Java Developer,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Szczecin, Katowice, Gdynia",,  Java   Hibernate   SQL  ,Mid
IT Business Analyst with SNOW,Luxoft Poland,Remote,, ,Mid
IT Business Analyst,Luxoft Poland,"Kraków, Wrocław",,  Confluence   Excel   JIRA  ,Mid
QA Automation Engineer (Java/Python),Sii Polska,"Remote, Warszawa, Gdańsk i 12 więcej",Znamy widełki,  Java   Python   Selenium  ,Mid
Regular QA Engineer,Luxoft Poland,"Remote, Kraków",,  Agile   Confluence   JIRA  ,Mid
GPU Software Development Engineer - Computer Graphics,Luxoft Poland,Gdańsk,,  C++   Java   Linux  ,Mid
Java Full-Stack Developer,Sii Polska,"Remote, Warszawa, Wrocław i 12 więcej",,  Java   JavaScript   Angular  ,Mid
Java Developer,Luxoft Poland,"Remote, Wrocław",,  JUnit   Java   Linux  ,Mid
Angular Developer,Luxoft Poland,"Remote, Kraków",,  AngularJS   Angular   CSS  ,Mid
API Tester,Sii Polska,"Remote, Warszawa, Wrocław i 12 więcej",6 000 - 16 000 PLN,  Postman   JIRA   HP ALM  ,Mid
Security Business Analyst,Luxoft Poland,Kraków,,  Azure   Agile   Azure  ,Mid
Deep Learning Primitives Kernel Development and Kernel Generation Automation Developer,Luxoft Poland,"Remote, Gdańsk",,  C   C++   Git  ,Mid
Scrum Master,Sii Polska,"Remote, Warszawa, Gdańsk i 12 więcej",12 000 - 18 000 PLN,  Kanban   Scrum   PMS  ,Mid
Software Developer (Java and Big Data),Luxoft Poland,Remote,,  AWS   Apache   Big Data  ,Mid
Data Engineer with SQL,Luxoft Poland,Wrocław,,  ETL   Informatica   SQL  ,Mid
Big Data Engineer,Sii Polska,"Remote, Warszawa, Gdańsk i 12 więcej",20 000 - 28 000 PLN,  Hive   Spark  ,Mid
Java Developer,Luxoft Poland,"Remote, Wrocław",,  Angular   CSS   Confluence  ,Mid
Business Analyst,Luxoft Poland,Remote,,  ETL   SQL  ,Mid
Splunk Engineer ,Sii Polska,"Remote, Warszawa, Białystok i 12 więcej",20 000 - 24 000 PLN,  Splunk   SIEM  ,Mid
Data Engineer,Luxoft Poland,Remote,,  Azure   Azure   Big Data  ,Mid
Big Data Application Support Engineer,Luxoft Poland,Remote,,  AWS   Azure   Azure  ,Mid
Backend Python Software Engineer,Motorola Solutions Systems Polska Sp.z.o.o,Kraków,,  Python   Oracle Database   Node.js  ,Mid
Data Engineer/Data Tester,Luxoft Poland,Remote,,  Azure   Apache   Azure  ,Mid
Database Administrator (PostgreSQL),Luxoft Poland,Kraków,,  PostgreSQL  ,Mid
.NET Developer,Luxoft Poland,Wrocław,,  .NET   Agile   BDD  ,Mid
IT System Administrator,Luxoft Poland,Wrocław,,  VMWare ESXi   VMware   Windows  ,Mid
Full stack java developer,Luxoft Poland,"Remote, Kraków",,  AWS   Angular   Bash  ,Mid
JavaScript/React Developer,Luxoft Poland,"Wrocław, Kraków",,  Agile   CSS   Git  ,Mid
Software Architect for Telematics (with C++),Luxoft Poland,Remote,,  Ethernet   Gerrit   Git  ,Mid
QA Automation Engineer,Luxoft Poland,"Remote, Kraków",,  Python  ,Mid
Temenos Financial Crime Mitigation Analyst,Luxoft Poland,Warszawa,, ,Mid
Test Engineer with Selenium,Luxoft Poland,Kraków,,  Agile   JIRA   Java  ,Mid
Application Support Analyst (DevOps Platforms),Luxoft Poland,Remote,,  Azure   Azure   Bash  ,Mid
Business Expert for Risk Analytics,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Java Developer,UpMenu,"Remote, Łódź",16 000 - 20 000 PLN,  Rozmowa tech. na pierwszym spotkaniu ,Mid
Data Steward,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,, ,Mid
Specjalista/ka IT I linii wsparcia,AQUAEL Janusz Jankiewicz Sp. z o.o.,Warszawa,Znamy widełki,  Azure   Microsoft365  ,Mid
Tester Manualny,Sii Polska,"Remote, Kraków, Warszawa i 12 więcej",5 000 - 16 000 PLN,  ISTQB   SQL  ,Mid
Frontend Developer e-Commerce,Motorola Solutions Systems Polska Sp.z.o.o,Kraków,,  JavaScript   React   Angular  ,Mid
DevOps Engineer,PKO BP Finat,"Remote, Warszawa, Toruń",,  Oracle Database   Docker   Kubernetes  ,Mid
Graphics Driver Developer,Sii Polska,"Gdańsk, Warszawa, Poznań i 8 więcej",,  C   C++   GPU driver  ,Mid
Test Engineer,Transition Technologies PSC S.A.,"Remote, Białystok, Kielce i 3 więcej",, ,Mid
Backup and Storage Engineer,Aptiv,Kraków,,  dell VxRail   Netapp  ,Mid
Data Engineer,Hitachi Energy,Kraków,6 000 - 9 000 PLN,  PL/SQL  ,Mid
Site Reliability Engineer - Python/QA Lead,Miinto,"Remote, Warszawa",Znamy widełki,  Python/QA Lead ,Mid
IT Tech Product Owner – Benefits,GSK Tech Global Centre in Poznan,Poznań,, ,Mid
Software Developer,Sieć Badawcza Łukasiewicz- Instytut Lotnictwa,Warszawa,,  C++14/17 and Qt ,Mid
Tech Service Analyst,GSK Tech Global Centre in Poznan,Poznań,, ,Mid
Hybris Developer,Hycom,"Remote, Łódź, Toruń, Warszawa",,  SaP Hybris / Java ,Mid
ENC Business Development Project Manager,GSK Tech Global Centre in Poznan,"Poznań, Warsaw, Warszawa",, ,Mid
"Tech Engineering Manager, Territory Management",GSK Tech Global Centre in Poznan,Poznań,, ,Mid
DevOps,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Katowice, Gdynia",,  Java   Python   .Net  ,Mid
Product Engineer - Digital Marketing,GSK Tech Global Centre in Poznan,Poznań,, ,Mid
.Net Sitecore Developer,ONWELO SA,"Remote, Warszawa, Lublin",Do 20 000 PLN,  .NET Core    C#   ASP.NET MVC  ,Mid
Database Administrator/ Developer,PF Logo Express,Poznań,,  Microsoft SQL Server ,Mid
Data Operations Engineer,project44,"Remote, Kraków",,  ElasticSearch   AWS  ,Mid
JavaScript Developer,Digital Colliers,"Remote, Kraków",8 000 - 14 000 PLN,  100 % Remote ,Mid
Backend Java Developer,Digital Colliers,"Remote, Kraków",8 000 - 15 000 PLN,  100 % Remote ,Mid
Monitoring DevOps Engineer (Big Data),Commerzbank - Centrum Technologii Cyfrowych w Polsce,"Remote, Łódź",Znamy widełki,  UNIX   LINUX  ,Mid
Java/React Fullstack Developer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  Java   Spring Boot   JavaScript  ,Mid
PHP Developer (Mid/Senior),Baselinker Sp. z o.o. ,"Remote, Warszawa, Wrocław i 3 więcej",12 000 - 18 000 PLN,  |PHP| |MySQL| |JavaScript| |HTML| ,Mid
Business Specialist International,Commerzbank - Centrum Technologii Cyfrowych w Polsce,"Remote, Łódź",Znamy widełki,  Excel  ,Mid
Front-end Developer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  JavaScript   React   MobX  ,Mid
Quality Assurance Engineer,Deloitte,Rzeszów,, ,Mid
Business Expert – Trade Finance (Guarantees),Commerzbank - Centrum Technologii Cyfrowych w Polsce,"Remote, Łódź",Znamy widełki, ,Mid
Machine Learning Engineer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki,  C#   .NET  ,Mid
Big Data Engineer,Sii Polska,"Warszawa, Gdańsk, Wrocław i 11 więcej",20 000 - 25 000 PLN,  Hadoop   Python   GIT  ,Mid
Business Expert with German,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Remote DevOps Engineer,Sii Polska,"Remote, Gdańsk, Wrocław i 11 więcej",16 000 - 26 000 PLN,  Kubernetes   Terraform   Ansible  ,Mid
QA Engineer/Tester manualny,Power Media,"Remote, Wrocław",, ,Mid
Sitecore Developer,Sygnity S.A.,Remote,24 000 - 28 800 PLN,  .NET Core   .NET MVC   Sitecore Helix  ,Mid
Full Stack .Net Developer,ONWELO SA,"Remote, Gdańsk, Lublin",Do 17 000 PLN,  .Net Core    ASP.NET MVC   C#  ,Mid
Android Developer,ONWELO SA,"Remote, Warszawa",8 500 - 27 000 PLN,  Android   Java   Kotlin  ,Mid
Project Manager,Power Media,Wrocław,,  Agile  ,Mid
iOS Developer,ONWELO SA,"Remote, Lublin, Warszawa",8 500 - 24 000 PLN,  iOS   MVVM   VIPER   ,Mid
Data Egnineer (Artificial Intelligence),Power Media,"Remote, Kraków, Katowice",,  Data Mining   Data Analyst  ,Mid
PHP Back-end Developer (Symfony) ,PKO BP Finat,"Remote, Warszawa, Wrocław",,  Symfony   PHP   OOP  ,Mid
Specjalista ds. usług chmurowych,PKO BP Finat,"Remote, Warszawa, Wrocław",,  Azure   AWS   GCP  ,Mid
Fullstack Java Developer (Angular),Power Media,Warszawa,,  Java    Angular 2+  ,Mid
Programista baz danych Oracle/ MS SQL,PKO BP Finat,"Remote, Warszawa, Wrocław, Łódź",,  PL/SQL   SQL  ,Mid
Java/Groovy Developer ,PKO BP Finat,"Warszawa, Łódź",,  Java   JavaScript   SQL  ,Mid
Cloud Developer,PKO BP Finat,"Remote, Warszawa, Łódź",,  Java   .NET   C#  ,Mid
Programista Integracji,PKO BP Finat,"Warszawa, Wrocław, Łódź",,  Java   JMS   SOAP  ,Mid
Python Automation Engineer,T-Mobile Polska S. A.,Warszawa,,  Python  ,Mid
Hosting & Collaboration Infrastructure Engineer,ASSA ABLOY,Kraków,,  Hosting & Collaboration ,Mid
QA Team Leader,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Katowice, Gdynia",,  SQL  ,Mid
Performance Testing Engineer,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Gdynia, Kraków",,  JMeter   SQL   Linux  ,Mid
Business Analyst with German,Power Media,"Wrocław, Poznań",, ,Mid
IT PMO,Sapiens Software Solutions Poland Sp. z o.o. ,"Remote, Katowice, Gdynia, Warszawa",,  Excel   SQL  ,Mid
Technical Application Consultant,Power Media,Wrocław,,  SQL  ,Mid
Customer Support Specialist (1st/2nd line),Power Media,"Remote, Wrocław",Znamy widełki, ,Mid
Angular Frontend Developer,AppVerk Sp. z o.o.,"Remote, Poznań",10 000 - 18 000 PLN,  |JavaScript| |TypeScript| |HTML| ,Mid
PHP Developer,AppVerk Sp. z o.o.,"Remote, Poznań",10 000 - 18 000 PLN,  | PHP |  | Symfony/Laravel | ,Mid
"Frontend Developer (Node.js, React/Angular)",Alab Laboratoria Sp. z o.o.,"Remote, Warszawa",,"  Node.js, React/Angular ",Mid
Tester Manualny,AppVerk Sp. z o.o.,"Remote, Poznań",4 000 - 8 000 PLN,  | JIRA | ,Mid
Project Manager,AppVerk Sp. z o.o.,Poznań,5 000 - 12 000 PLN,  | Scrum | ,Mid
OutSystems Developer,Atos,"Remote, Wrocław",,  |OutSystems| |JavaScript| |MS SQL| ,Mid
Linux Application Support Engineer,Atos,Wrocław,,  | Linux | ,Mid
Frontend Developer,Rainbow Tours S.A.,Łódź,11 000 - 20 000 PLN,"  JS, CSS, HTML ",Mid
CI/CD Automation Engineer,Atos,"Wrocław, Warszawa, Łódź",,  |JIRA| |Confluence| |Java| |C++| ,Mid
Java Developer,Atos,"Remote, Wrocław",,  |Java| |Kafka| ,Mid
DevOps Engineer,ITS International Services Sp. z o.o.,"Zielona Góra, Kraków, Poznań, Szczecin",,  Azure   AWS   CI  ,Mid
Software Test Engineer,Atos,"Remote, Wrocław",,  |XML| |SQL| ,Mid
Programista Azure,ITS International Services Sp. z o.o.,"Zielona Góra, Kraków, Poznań, Szczecin",,  C#   Azure  ,Mid
Embedded C++ Developer,ONWELO SA,"Remote, Warszawa, Kraków",16 000 - 21 000 PLN,  C++   REST  ,Mid
Analityk biznesowy,7N,"Remote, Warszawa",18 400 - 21 000 PLN,  Excel   UML  ,Mid
PL/SQL Developer,7N,Warszawa,19 300 - 21 000 PLN,  PL/SQL  ,Mid
Technical Co-founder ,Kickstart Mobile,Warszawa,,  iOS and/or Android ,Mid
Programista .NET,EXENO,"Remote, Warszawa",11 200 - 22 400 PLN,  Exeno ,Mid
Executive Consultant SAP SD/MM,KPMG w Polsce ,"Remote, Warszawa",,  SAP  ,Mid
Model Developer,Commerzbank - Centrum Technologii Cyfrowych w Polsce,Łódź,Znamy widełki, ,Mid
Architekt Rozwiązań,Grupa PZU,Remote,, ,Mid
Service Level Manager,PKO BP Finat,"Remote, Warszawa, Poznań i 2 więcej",,  ITIL  ,Mid
MySQL Administrator,Be | Shaping the Future Poland,"Remote, Warszawa",17 600 - 24 000 PLN,  MySQL   Oracle Database   MSSQL  ,Mid
Manual Test Engineer (junior/mid),7N,Remote,11 400 - 13 100 PLN,"  JIRA, manual ",Mid
Java Backend Developer,ING Bank Śląski,"Remote, Katowice, Warszawa",,  realne TDD i wzorce projektowe ,Mid
Analityk systemowo-biznesowy,ING Bank Śląski,"Remote, Warszawa, Katowice",,  realne wykorzystanie UML i BPMN w EA ,Mid
Java Developer,Lingaro ,Remote,,  Java   Spring Boot   JUnit  ,Mid
Architekt IT,Asseco Data Systems S.A.,Remote,,  UML   BPMN  ,Mid
Programista PHP,nazwa.pl ,Kraków,,  CRM   PHP   HTML5  ,Mid
